timestamp,temp_C,hour,demand_kW
2024-01-01 00:00:00,11.74834280137122,0,106.21743797398115
2024-01-01 01:00:00,9.843407438823967,1,100.30155117080689
2024-01-01 02:00:00,12.201265956639599,2,108.72193641897039
2024-01-01 03:00:00,14.827289911561596,3,131.48985741689555
2024-01-01 04:00:00,9.555740218167513,4,143.54641327909522
2024-01-01 05:00:00,9.555789471489978,5,144.63299453193582
2024-01-01 06:00:00,14.995838788859695,6,150.16460126222532
2024-01-01 07:00:00,12.560504529796248,7,145.04987607575003
2024-01-01 08:00:00,8.849777184532664,8,146.12628968905105
2024-01-01 09:00:00,11.885880473095416,9,139.38186452068706
2024-01-01 10:00:00,8.867947263900135,10,123.51301552276409
2024-01-01 11:00:00,8.86101108162675,11,130.9041199465981
2024-01-01 12:00:00,10.984087157035622,12,90.15134945359867
2024-01-01 13:00:00,4.518359608364127,13,104.5916191915666
2024-01-01 14:00:00,5.083446844798422,14,99.17143469700162
2024-01-01 15:00:00,8.571337754614603,15,53.72903053872244
2024-01-01 16:00:00,7.219706981334249,16,58.825964089585085
2024-01-01 17:00:00,11.200942340123342,17,60.72389793415549
2024-01-01 18:00:00,7.534128115773887,18,66.50418924576248
2024-01-01 19:00:00,6.021289238331646,19,57.946174205000894
2024-01-01 20:00:00,14.655146649102182,20,40.04172557580511
2024-01-01 21:00:00,9.580871440877914,21,75.04227628222442
2024-01-01 22:00:00,10.460784956401293,22,85.91392111301343
2024-01-01 23:00:00,5.98395578369715,23,83.44450269235568
2024-01-02 00:00:00,8.883176000765637,0,90.19451150880492
2024-01-02 01:00:00,10.849091943470784,1,113.49533518802046
2024-01-02 02:00:00,7.063343442074277,2,137.16691945014034
2024-01-02 03:00:00,11.643418229378202,3,129.07781174827042
2024-01-02 04:00:00,8.714408104584772,4,152.66539217987585
2024-01-02 05:00:00,9.641242924961356,5,141.91243939615686
2024-01-02 06:00:00,8.711204337652996,6,131.43065533395665
2024-01-02 07:00:00,16.073158727867998,7,131.91096313539148
2024-01-02 08:00:00,10.475832500127384,8,142.9819266540982
2024-01-02 09:00:00,7.343191387473485,9,137.91055668541586
2024-01-02 10:00:00,12.983958910650752,10,107.44604954210364
2024-01-02 11:00:00,6.853793224428119,11,101.07687604748165
2024-01-02 12:00:00,11.142914959355451,12,92.57328203761011
2024-01-02 13:00:00,4.6373138027018594,13,106.76097785596768
2024-01-02 14:00:00,6.531766027645895,14,94.49844233884505
2024-01-02 15:00:00,11.106907881948556,15,74.30797901816008
2024-01-02 16:00:00,12.731723914327418,16,43.07618663063771
2024-01-02 17:00:00,11.030429017911098,17,38.10578741342076
2024-01-02 18:00:00,10.169379327176465,18,54.62758749544602
2024-01-02 19:00:00,9.61301308757332,19,58.8286826263792
2024-01-02 20:00:00,6.080758203238904,20,68.53890945630523
2024-01-02 21:00:00,8.35679154915706,21,47.79044509998087
2024-01-02 22:00:00,9.134407861461824,22,68.06233842824166
2024-01-02 23:00:00,13.687690852997934,23,79.38677813601828
2024-01-03 00:00:00,11.805149877054191,0,101.26188219219588
2024-01-03 01:00:00,5.485174542260605,1,129.64367679662968
2024-01-03 02:00:00,11.746546916533191,2,122.94944138975401
2024-01-03 03:00:00,9.619048167099857,3,139.42508079051
2024-01-03 04:00:00,8.74352900743093,4,146.66286675797113
2024-01-03 05:00:00,12.60932387487141,5,149.93383730689544
2024-01-03 06:00:00,13.867293575836658,6,145.3940693632358
2024-01-03 07:00:00,13.568135365697401,7,141.81739718353148
2024-01-03 08:00:00,8.256642438680892,8,144.10429732048635
2024-01-03 09:00:00,9.846657880795163,9,136.47493754816188
2024-01-03 10:00:00,11.768085302559498,10,126.30974318327375
2024-01-03 11:00:00,13.700930389715884,11,108.2138453646749
2024-01-03 12:00:00,9.336772294812937,12,105.13471959382666
2024-01-03 13:00:00,10.217318078357355,13,100.05163020167112
2024-01-03 14:00:00,7.455290086330722,14,82.74105905480445
2024-01-03 15:00:00,7.185675136106794,15,63.783325463727486
2024-01-03 16:00:00,13.2118724755314,16,59.11105271965697
2024-01-03 17:00:00,14.843015094061276,17,28.35569512073486
2024-01-03 18:00:00,10.558264643607805,18,38.069336905391516
2024-01-03 19:00:00,13.78489370202488,19,47.49239392869752
2024-01-03 20:00:00,11.859203083491709,20,58.144290321660435
2024-01-03 21:00:00,8.838935744533433,21,54.51627721656581
2024-01-03 22:00:00,11.858481824874048,22,67.45486154038437
2024-01-03 23:00:00,15.388404707746714,23,70.2214000071839
2024-01-04 00:00:00,10.924558284704943,0,93.28412020177414
2024-01-04 01:00:00,15.725967369476816,1,110.92499527890186
2024-01-04 02:00:00,3.1728010897655654,2,145.7194524559414
2024-01-04 03:00:00,13.49774391516047,3,128.16862943046937
2024-01-04 04:00:00,11.293177606749312,4,135.25529570457402
2024-01-04 05:00:00,10.135014350637196,5,134.52976591097763
2024-01-04 06:00:00,11.307318731641304,6,161.5872119245369
2024-01-04 07:00:00,5.069329658232119,7,164.07877100083834
2024-01-04 08:00:00,10.373020738522262,8,135.48853767144604
2024-01-04 09:00:00,12.103374116570038,9,138.34458580243623
2024-01-04 10:00:00,15.465718536259345,10,113.36632672173505
2024-01-04 11:00:00,9.477225747213856,11,111.1154057120749
2024-01-04 12:00:00,8.606555593355235,12,107.13900409618554
2024-01-04 13:00:00,9.526765271281189,13,80.59053470318433
2024-01-04 14:00:00,13.77824275514102,14,64.00594929461687
2024-01-04 15:00:00,12.018289731013851,15,61.822692120640404
2024-01-04 16:00:00,9.442755790733681,16,52.81870630045858
2024-01-04 17:00:00,12.571838701374865,17,53.25088338547209
2024-01-04 18:00:00,11.323269050078919,18,66.04412693662476
